skin_color;age;sex;complement;death_type;city;neighborhood;date;hour
Parda;16.0;Masculino;Homicídio;PAF;Maceió;Vergel do Lago;27/02/2016;00
Branca;30.0;Masculino;Homicídio;PAF;Olho d Água do Casado;Centro;27/02/2016;09
Parda;39.0;Masculino;Homicídio;BRANCA;Murici;Centro;27/02/2016;15
Parda;36.0;Masculino;Homicídio;PAF;Palmeira dos Índios;São Cristóvão;27/02/2016;16
Parda;38.0;Masculino;Homicídio;BRANCA;Arapiraca;Jardim Esperança;27/02/2016;18
Parda;22.0;Masculino;Roubo com Resultado Morte;PAF;Maceió;Pinheiro;27/02/2016;19
Preta;35.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;27/02/2016;20
Parda;37.0;Masculino;Roubo com Resultado Morte;BRANCA;Teotônio Vilela;Centro;28/02/2016;01
Parda;17.0;Masculino;Homicídio;PAF;Colônia Leopoldina;Centro;28/02/2016;02
Parda;46.0;Masculino;Homicídio;PAF;Porto Calvo;Zona Rural;28/02/2016;11
Parda;16.0;Masculino;Homicídio;PAF;União dos Palmares;Roberto Correia de Araújo;28/02/2016;21
Branca;48.0;Feminino;Homicídio;ESPANCAMENTO;Palmeira dos Índios;Vila Maria;29/02/2016;05
Parda;25.0;Masculino;Roubo com Resultado Morte;PAF;Girau do Ponciano;Zona Rural;29/02/2016;19
Branca;27.0;Masculino;Homicídio;BRANCA;Pão de Açúcar;Centro;29/02/2016;23
Parda;24.0;Masculino;Homicídio;PAF;Igreja Nova;Centro;01/03/2016;20
Parda;20.0;Masculino;Homicídio;PAF;Arapiraca;Baixão;01/03/2016;22
Parda;34.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Levada;02/03/2016;03
Parda;17.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;02/03/2016;12
Parda;30.0;Masculino;Homicídio;BRANCA;Rio Largo;Centro;02/03/2016;13
Parda;21.0;Masculino;Homicídio;PAF;Porto Calvo;Zona Rural;02/03/2016;13
Branca;61.0;Masculino;Homicídio;PAF;Maceió;Jardim Petrópolis;02/03/2016;16
Parda;22.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;02/03/2016;20
Parda;33.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;02/03/2016;20
Parda;33.0;Masculino;Homicídio;PAF;Jequiá da Praia;Centro;02/03/2016;21
Parda;33.0;Masculino;Homicídio;PAF;Murici;Zona Rural;03/03/2016;06
Parda;18.0;Masculino;Homicídio;PAF;Teotônio Vilela;Centro;03/03/2016;06
Parda;70.0;Masculino;Homicídio;BRANCA;União dos Palmares;Zona Rural;03/03/2016;15
Parda;19.0;Masculino;Homicídio;PAF;Campo Alegre;Zona Rural;03/03/2016;15
Parda;37.0;Masculino;Homicídio;PAF;Matriz de Camaragibe;Zona Rural;04/03/2016;06
Branca;17.0;Masculino;Homicídio;PAF;Barra de São Miguel;Centro;04/03/2016;14
Parda;18.0;Masculino;Homicídio;PAF;Arapiraca;Bom Sucesso;04/03/2016;14
Parda;19.0;Masculino;Homicídio;BRANCA;Feira Grande;Zona Rural;04/03/2016;17
Parda;44.0;Masculino;Roubo com Resultado Morte;PAF;Igaci;Zona Rural;04/03/2016;17
Preta;22.0;Masculino;Homicídio;PAF;União dos Palmares;Centro;04/03/2016;19
Parda;38.0;Masculino;Homicídio;BRANCA;Quebrangulo;Centro;05/03/2016;00
Parda;34.0;Masculino;Homicídio;PAF;Maceió;Clima Bom;05/03/2016;09
Parda;26.0;Masculino;Homicídio;PAF;Arapiraca;Primavera;05/03/2016;10
Parda;19.0;Masculino;Homicídio;PAF;Arapiraca;Itapoã;05/03/2016;15
Parda;48.0;Masculino;Homicídio;PAF;Campo Grande;Centro;05/03/2016;19
Parda;21.0;Masculino;Homicídio;BRANCA;Ibateguara;Centro;05/03/2016;20
Branca;40.0;Masculino;Homicídio;PAF;Maceió;Petrópolis;05/03/2016;21
Parda;26.0;Masculino;Homicídio;BRANCA;Maravilha;Centro;06/03/2016;01
Parda;22.0;Masculino;Homicídio;BRANCA;Flexeiras;Centro;06/03/2016;07
Parda;NA;Masculino;Homicídio;PAF;Murici;Zona Rural;06/03/2016;08
Parda;30.0;Masculino;Homicídio;PAF;União dos Palmares;Centro;06/03/2016;10
Branca;20.0;Masculino;Homicídio;PAF;Maceió;Ipioca;06/03/2016;12
Parda;28.0;Masculino;Homicídio;PAF/B;Igreja Nova;Zona Rural;06/03/2016;14
Parda;27.0;Masculino;Homicídio;BRANCA;Girau do Ponciano;Zona Rural;06/03/2016;20
Parda;22.0;Masculino;Homicídio;NI;São José da Tapera;Zona Rural;07/03/2016;00
Parda;27.0;Masculino;Homicídio;PAF;Paulo Jacinto;Centro;07/03/2016;00
Preta;48.0;Masculino;Homicídio;OUTROS;Penedo;Senhor do Bomfim;07/03/2016;04
Parda;24.0;Masculino;Homicídio;PAF;Maceió;Feitosa;07/03/2016;06
Parda;24.0;Masculino;Homicídio;PAF;Maceió;Canaã;07/03/2016;14
Parda;27.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;07/03/2016;20
Parda;49.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;07/03/2016;20
Parda;16.0;Masculino;Homicídio;PAF;Ibateguara;Centro;07/03/2016;20
Parda;21.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;07/03/2016;21
Parda;23.0;Masculino;Homicídio;PAF;Ibateguara;Centro;07/03/2016;21
Parda;22.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;08/03/2016;03
Preta;37.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;08/03/2016;17
Parda;20.0;Masculino;Homicídio;PAF;União dos Palmares;Centro;08/03/2016;19
Parda;20.0;Masculino;Homicídio;PAF;União dos Palmares;Centro;08/03/2016;20
Parda;15.0;Masculino;Homicídio;PAF;Arapiraca;Canafístula;08/03/2016;21
Parda;31.0;Masculino;Homicídio;BRANCA;Maragogi;Zona Rural;08/03/2016;22
Parda;52.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;09/03/2016;02
Parda;15.0;Masculino;Homicídio;PAF;Igaci;Zona Rural;09/03/2016;04
Parda;20.0;Masculino;Homicídio;PAF;União dos Palmares;Centro;09/03/2016;06
Parda;14.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;09/03/2016;23
Parda;49.0;Masculino;Homicídio;ESPANCAMENTO;União dos Palmares;Centro;10/03/2016;01
Parda;32.0;Feminino;Homicídio;PAF;Maceió;Benedito Bentes;10/03/2016;06
Parda;25.0;Masculino;Homicídio;PAF;Campo Grande;Centro;10/03/2016;09
Branca;20.0;Masculino;Homicídio;PAF;Campo Grande;Centro;10/03/2016;09
Parda;22.0;Masculino;Homicídio;PAF;Maceió;Santa Amélia;10/03/2016;16
Branca;21.0;Masculino;Homicídio;PAF;Rio Largo;Tabuleiro do Pinto;10/03/2016;21
Parda;29.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Cidade Universitária;10/03/2016;22
Preta;28.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;11/03/2016;00
Parda;36.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;11/03/2016;00
Branca;24.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;11/03/2016;00
NI;27.0;Masculino;Homicídio;BRANCA;Palmeira dos Índios;Centro;11/03/2016;05
Parda;16.0;Feminino;Homicídio;PAF;Maceió;Jatiúca;11/03/2016;17
Parda;19.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;11/03/2016;19
Branca;27.0;Masculino;Homicídio;PAF;Batalha;Centro;12/03/2016;01
Parda;39.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;12/03/2016;04
Parda;26.0;Masculino;Homicídio;PAF;Palmeira dos Índios;São Cristóvão;12/03/2016;14
Parda;43.0;Masculino;Homicídio;BRANCA;São Luís do Quitunde;Zona Rural;12/03/2016;17
Parda;21.0;Masculino;Homicídio;PAF;União dos Palmares;Zona Rural;12/03/2016;18
Parda;16.0;Masculino;Homicídio;PAF;União dos Palmares;Zona Rural;12/03/2016;18
Parda;15.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;12/03/2016;20
Parda;23.0;Masculino;Homicídio;PAF;Santa Luzia do Norte;Centro;12/03/2016;22
Parda;48.0;Masculino;Homicídio;PAF;Craíbas;Zona Rural;12/03/2016;22
Parda;14.0;Masculino;Homicídio;BRANCA;Santana do Mundaú;Zona Rural;13/03/2016;01
Parda;18.0;Masculino;Homicídio;BRANCA;Messias;Centro;13/03/2016;04
Parda;23.0;Masculino;Homicídio;BRANCA;Igaci;Centro;13/03/2016;04
Parda;17.0;Masculino;Homicídio;PAF;Maceió;Ipioca;13/03/2016;08
Parda;20.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;13/03/2016;11
Branca;31.0;Masculino;Homicídio;PAF;Arapiraca;Olho d Água dos Cazuzinhos;13/03/2016;13
Parda;18.0;Masculino;Homicídio;PAF;São José da Tapera;Centro;13/03/2016;19
Parda;50.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;13/03/2016;21
Parda;34.0;Masculino;Homicídio;BRANCA;Boca da Mata;Centro;13/03/2016;22
Parda;30.0;Masculino;Homicídio;BRANCA;Girau do Ponciano;Zona Rural;13/03/2016;22
Parda;33.0;Masculino;Homicídio;PAF;Marechal Deodoro;Zona Rural;13/03/2016;23
Parda;32.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;14/03/2016;00
Preta;18.0;Masculino;Homicídio;PAF;Teotônio Vilela;Centro;14/03/2016;06
Parda;34.0;Feminino;Feminicídio;BRANCA;Murici;Zona Rural;14/03/2016;08
Parda;18.0;Masculino;Homicídio;PAF/B;Viçosa;Centro;15/03/2016;01
Parda;43.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;15/03/2016;16
Parda;29.0;Masculino;Homicídio;PAF;Traipu;Zona Rural;15/03/2016;16
Branca;NA;Masculino;Homicídio;PAF;Maceió;Canaã;15/03/2016;23
Parda;31.0;Masculino;Homicídio;PAF;Flexeiras;Zona Rural;16/03/2016;05
Parda;19.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;16/03/2016;09
Parda;22.0;Masculino;Homicídio;PAF;Arapiraca;Primavera;16/03/2016;12
Parda;23.0;Masculino;Homicídio;PAF;São José da Laje;Zona Rural;16/03/2016;17
Parda;34.0;Masculino;Homicídio;PAF;Dois Riachos;Zona Rural;16/03/2016;19
Parda;16.0;Masculino;Homicídio;ESPANCAMENTO;Marechal Deodoro;Zona Rural;17/03/2016;16
Parda;35.0;Feminino;Lesão Corporal Seguida de Morte;ESPANCAMENTO;Messias;Centro;17/03/2016;17
Parda;58.0;Feminino;Homicídio;PAF;Maceió;Vergel do Lago;17/03/2016;21
Parda;20.0;Masculino;Homicídio;PAF;Maceió;Vergel do Lago;17/03/2016;21
Parda;36.0;Masculino;Homicídio;PAF;Marechal Deodoro;Zona Rural;18/03/2016;11
Parda;35.0;Masculino;Homicídio;PAF;Marechal Deodoro;Zona Rural;18/03/2016;11
Parda;22.0;Masculino;Homicídio;PAF;Rio Largo;Tabuleiro do Pinto;18/03/2016;16
Branca;16.0;Masculino;Homicídio;PAF;Matriz de Camaragibe;Zona Rural;18/03/2016;16
Parda;24.0;Masculino;Homicídio;PAF;Maceió;Trapiche da Barra;18/03/2016;17
Parda;30.0;Masculino;Homicídio;PAF;Campo Alegre;Centro;18/03/2016;19
Branca;12.0;Feminino;Feminicídio;PAF;Maceió;Pinheiro;19/03/2016;03
Parda;26.0;Masculino;Homicídio;PAF;Coruripe;Zona Rural;19/03/2016;05
Parda;32.0;Masculino;Homicídio;PAF;Murici;Centro;19/03/2016;06
Parda;39.0;Masculino;Homicídio;PAF;Olho d Água Grande;Centro;19/03/2016;06
Parda;46.0;Masculino;Homicídio;PAF;Coruripe;Bairro não Informado;19/03/2016;17
Parda;25.0;Masculino;Homicídio;BRANCA;Atalaia;Zona Rural;19/03/2016;22
Parda;NA;Masculino;Homicídio;BRANCA;Matriz de Camaragibe;Zona Rural;20/03/2016;23
Parda;24.0;Masculino;Homicídio;PAF;Maceió;Levada;21/03/2016;01
NI;27.0;Masculino;Homicídio;PAF;Arapiraca;Planalto;21/03/2016;11
Parda;23.0;Masculino;Homicídio;BRANCA;Branquinha;Centro;21/03/2016;14
Parda;39.0;Masculino;Homicídio;PAF;Messias;Zona Rural;21/03/2016;17
Parda;18.0;Masculino;Homicídio;PAF;Teotônio Vilela;Centro;21/03/2016;22
Parda;19.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Centro;22/03/2016;02
Parda;24.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Poço;22/03/2016;05
Parda;39.0;Feminino;Feminicídio;BRANCA;Carneiros;Centro;22/03/2016;09
Parda;25.0;Masculino;Homicídio;PAF;Rio Largo;Centro;22/03/2016;19
Parda;18.0;Masculino;Homicídio;PAF;Arapiraca;Olho d Água dos Cazuzinhos;22/03/2016;22
Branca;27.0;Masculino;Resistência com Resultado Morte;PAF;Arapiraca;Planalto;23/03/2016;07
Parda;32.0;Masculino;Homicídio;BRANCA;Barra de São Miguel;Centro;23/03/2016;12
Parda;32.0;Masculino;Homicídio;PAF;Coqueiro Seco;Zona Rural;23/03/2016;13
Parda;30.0;Masculino;Homicídio;PAF;Rio Largo;Zona Rural;23/03/2016;13
Parda;55.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;23/03/2016;14
Parda;66.0;Feminino;Homicídio;PAF;Olho d Água Grande;Zona Rural;23/03/2016;19
Parda;40.0;Masculino;Homicídio;PAF;Olho d Água Grande;Zona Rural;23/03/2016;19
Parda;20.0;Masculino;Resistência com Resultado Morte;PAF;Viçosa;Centro;23/03/2016;23
Parda;42.0;Masculino;Homicídio;BRANCA;Santana do Mundaú;Centro;24/03/2016;12
Parda;14.0;Masculino;Homicídio;PAF;Arapiraca;Brasília;24/03/2016;15
NI;17.0;Masculino;Homicídio;PAF;Arapiraca;Itapoã;24/03/2016;18
Parda;17.0;Masculino;Homicídio;PAF;Girau do Ponciano;Centro;24/03/2016;19
Parda;18.0;Masculino;Homicídio;PAF;Teotônio Vilela;Zona Rural;25/03/2016;08
Parda;22.0;Masculino;Homicídio;BRANCA;Porto Calvo;Centro;25/03/2016;08
Preta;23.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;25/03/2016;14
Parda;43.0;Masculino;Homicídio;PAF;Pindoba;Centro;25/03/2016;14
Branca;38.0;Masculino;Homicídio;PAF;Arapiraca;Olho d Água dos Cazuzinhos;25/03/2016;19
Parda;18.0;Masculino;Homicídio;PAF;Arapiraca;Primavera;25/03/2016;19
Parda;18.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Cidade Universitária;25/03/2016;20
Parda;49.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Cidade Universitária;25/03/2016;20
Parda;16.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Cidade Universitária;25/03/2016;20
Parda;14.0;Feminino;Homicídio;PAF;Atalaia;Zona Rural;26/03/2016;04
Branca;36.0;Masculino;Roubo com Resultado Morte;PAF;Arapiraca;Boa Vista;26/03/2016;16
Parda;15.0;Masculino;Homicídio;BRANCA;Maceió;Jacintinho;26/03/2016;22
Parda;19.0;Masculino;Homicídio;PAF;Capela;Centro;26/03/2016;23
Parda;39.0;Masculino;Homicídio;PAF;Arapiraca;Zona Rural Leste;27/03/2016;16
Parda;19.0;Masculino;Homicídio;PAF;Coruripe;Zona Rural;27/03/2016;21
Parda;67.0;Masculino;Homicídio;PAF;Maceió;Trapiche da Barra;27/03/2016;23
Parda;17.0;Masculino;Homicídio;PAF;São José da Laje;Centro;28/03/2016;14
Parda;43.0;Masculino;Homicídio;PAF;Palmeira dos Índios;Zona Rural;28/03/2016;16
Parda;34.0;Masculino;Homicídio;PAF;Paulo Jacinto;Centro;28/03/2016;18
Parda;17.0;Masculino;Homicídio;PAF;União dos Palmares;Centro;28/03/2016;20
Parda;37.0;Masculino;Homicídio;PAF;Limoeiro de Anadia;Zona Rural;28/03/2016;21
Parda;NA;Masculino;Homicídio;ESPANCAMENTO;Maceió;Trapiche da Barra;28/03/2016;22
Parda;16.0;Masculino;Homicídio;PAF;Arapiraca;Senador Teotônio Vilela;29/03/2016;00
Parda;50.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;29/03/2016;09
Parda;44.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;29/03/2016;12
Parda;34.0;Masculino;Homicídio;PAF;Anadia;Centro;30/03/2016;07
Parda;64.0;Masculino;Homicídio;PAF;Maragogi;Zona Rural;30/03/2016;09
Parda;17.0;Masculino;Homicídio;PAF;Maceió;Vergel do Lago;30/03/2016;12
Branca;47.0;Masculino;Homicídio;BRANCA;União dos Palmares;Zona Rural;30/03/2016;15
Branca;33.0;Masculino;Homicídio;PAF;São José da Laje;Centro;30/03/2016;21
Parda;21.0;Masculino;Resistência com Resultado Morte;PAF;Pilar;Chã do Pilar;30/03/2016;21
Parda;22.0;Masculino;Homicídio;PAF;Chã Preta;Centro;31/03/2016;01
Parda;10.0;Masculino;Homicídio;BRANCA;Maribondo;Zona Rural;31/03/2016;17
Parda;15.0;Masculino;Homicídio;BRANCA;Maribondo;Zona Rural;31/03/2016;17
Parda;42.0;Masculino;Homicídio;PAF;Igaci;Zona Rural;31/03/2016;17
Parda;28.0;Masculino;Homicídio;PAF;União dos Palmares;Centro;31/03/2016;19
Parda;31.0;Masculino;Homicídio;PAF;São Brás;Centro;01/04/2016;07
Parda;27.0;Masculino;Homicídio;PAF;Junqueiro;Centro;02/04/2016;14
Parda;32.0;Masculino;Lesão Corporal Seguida de Morte;ESPANCAMENTO;Pilar;Chã do Pilar;02/04/2016;17
Parda;69.0;Masculino;Homicídio;PAF;Coruripe;Zona Rural;02/04/2016;21
Parda;46.0;Masculino;Homicídio;PAF/B;Maceió;Cidade Universitária;02/04/2016;23
Parda;23.0;Masculino;Homicídio;PAF;Craíbas;Zona Rural;02/04/2016;23
Parda;33.0;Masculino;Roubo com Resultado Morte;PAF;Cajueiro;Zona Rural;03/04/2016;06
Branca;24.0;Masculino;Homicídio;PAF;Igreja Nova;Centro;03/04/2016;20
Parda;23.0;Masculino;Homicídio;PAF;São José da Tapera;Zona Rural;04/04/2016;12
Parda;51.0;Masculino;Homicídio;PAF;Maceió;Poço;04/04/2016;12
Parda;33.0;Feminino;Feminicídio;PAF;Satuba;Zona Rural;04/04/2016;14
Parda;65.0;Masculino;Homicídio;INTOXICAÇÃO;Maceió;Benedito Bentes;04/04/2016;20
Parda;18.0;Masculino;Homicídio;PAF;Igaci;Zona Rural;04/04/2016;22
Parda;25.0;Masculino;Homicídio;PAF;Teotônio Vilela;Zona Rural;05/04/2016;02
Parda;25.0;Masculino;Homicídio;PAF;Maceió;Pitanguinha;05/04/2016;08
Parda;25.0;Masculino;Homicídio;BRANCA;Maceió;Ponta Grossa;05/04/2016;11
Parda;47.0;Masculino;Homicídio;PAF/B;Joaquim Gomes;Zona Rural;05/04/2016;21
Parda;28.0;Feminino;Feminicídio;BRANCA;União dos Palmares;Nova Esperança;06/04/2016;06
Parda;55.0;Masculino;Roubo com Resultado Morte;PAF;Anadia;Centro;06/04/2016;07
Parda;43.0;Masculino;Homicídio;PAF;Flexeiras;Zona Rural;06/04/2016;07
Parda;19.0;Masculino;Homicídio;PAF;Flexeiras;Zona Rural;06/04/2016;07
Parda;36.0;Masculino;Homicídio;BRANCA;Maceió;Poço;06/04/2016;18
Parda;51.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Jacintinho;07/04/2016;02
Parda;34.0;Masculino;Homicídio;ESPANCAMENTO;Rio Largo;Mata do Rolo;07/04/2016;06
Parda;31.0;Masculino;Homicídio;PAF;Pilar;Zona Rural;07/04/2016;13
Parda;54.0;Masculino;Roubo com Resultado Morte;PAF;Maceió;Cidade Universitária;07/04/2016;19
NI;NA;Masculino;Homicídio;ASFIXIA MECÂNICA;Feliz Deserto;Centro;07/04/2016;20
Parda;22.0;Masculino;Homicídio;PAF;Maceió;Barro Duro;08/04/2016;02
Branca;25.0;Masculino;Homicídio;PAF;Dois Riachos;Centro;08/04/2016;18
Parda;31.0;Masculino;Homicídio;PAF;Pão de Açúcar;Zona Rural;08/04/2016;19
Branca;35.0;Masculino;Roubo com Resultado Morte;PAF;Girau do Ponciano;Centro;08/04/2016;22
NI;37.0;Masculino;Homicídio;PAF;Arapiraca;Guaribas;08/04/2016;23
Parda;48.0;Masculino;Homicídio;ESPANCAMENTO;Cacimbinhas;Zona Rural;08/04/2016;23
Parda;29.0;Masculino;Homicídio;PAF;Coruripe;Zona Rural;09/04/2016;00
Branca;62.0;Masculino;Roubo com Resultado Morte;PAF;Maceió;Vergel do Lago;09/04/2016;14
Branca;21.0;Masculino;Homicídio;PAF;Limoeiro de Anadia;Zona Rural;09/04/2016;18
Branca;32.0;Masculino;Homicídio;PAF;Maceió;Santa Amélia;09/04/2016;22
Parda;27.0;Masculino;Homicídio;PAF;Maceió;Poço;09/04/2016;22
Parda;23.0;Masculino;Homicídio;BRANCA;São José da Tapera;Centro;10/04/2016;04
Branca;28.0;Masculino;Homicídio;PAF;Maceió;Vergel do Lago;10/04/2016;10
Parda;33.0;Masculino;Homicídio;BRANCA;Maceió;Vergel do Lago;10/04/2016;11
Parda;28.0;Masculino;Homicídio;PAF;Maceió;Clima Bom;10/04/2016;12
Parda;20.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;10/04/2016;14
Parda;35.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;10/04/2016;14
Parda;34.0;Masculino;Homicídio;PAF;Matriz de Camaragibe;Centro;10/04/2016;16
Parda;20.0;Feminino;Homicídio;PAF;Maceió;Petrópolis;10/04/2016;19
Parda;17.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Tabuleiro do Martins;11/04/2016;18
Parda;28.0;Masculino;Homicídio;ESPANCAMENTO;Arapiraca;Vila Bananeira;12/04/2016;05
Branca;25.0;Masculino;Homicídio;PAF;União dos Palmares;Centro;12/04/2016;11
Parda;33.0;Masculino;Homicídio;PAF;Igaci;Zona Rural;12/04/2016;12
Parda;29.0;Masculino;Homicídio;PAF;Murici;Zona Rural;12/04/2016;16
Parda;14.0;Masculino;Homicídio;PAF;Maceió;Fernão Velho;12/04/2016;20
Parda;30.0;Masculino;Homicídio;PAF;Maceió;Jardim Petrópolis;13/04/2016;00
Parda;36.0;Masculino;Roubo com Resultado Morte;PAF;Penedo;Zona Rural;13/04/2016;10
Parda;39.0;Masculino;Homicídio;PAF/B;Feira Grande;Zona Rural;13/04/2016;19
Parda;25.0;Masculino;Homicídio;PAF;Arapiraca;Nova Esperança;13/04/2016;22
Preta;52.0;Masculino;Homicídio;PAF;Olho d Água das Flores;Centro;14/04/2016;00
Parda;27.0;Masculino;Homicídio;PAF;Marechal Deodoro;Massagueira;14/04/2016;06
Parda;23.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;14/04/2016;16
Branca;28.0;Masculino;Homicídio;PAF;Santana do Ipanema;Centro;14/04/2016;16
Parda;30.0;Masculino;Homicídio;PAF;Maceió;Antares;14/04/2016;21
Parda;32.0;Masculino;Homicídio;PAF;São José da Tapera;Centro;15/04/2016;15
Parda;18.0;Masculino;Roubo com Resultado Morte;PAF;Maceió;Feitosa;15/04/2016;22
NI;38.0;Masculino;Homicídio;PAF;Arapiraca;Baixão;16/04/2016;00
Parda;35.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;16/04/2016;00
NI;46.0;Masculino;Homicídio;PAF;Porto Real do Colégio;Zona Rural;16/04/2016;18
Parda;68.0;Masculino;Homicídio;PAF;Cajueiro;Centro;16/04/2016;22
Parda;41.0;Feminino;Homicídio;PAF;Cajueiro;Centro;16/04/2016;22
Parda;44.0;Feminino;Feminicídio;BRANCA;Maceió;Riacho Doce;17/04/2016;03
Parda;18.0;Masculino;Homicídio;BRANCA;Marechal Deodoro;Barra Nova;17/04/2016;08
Parda;17.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;17/04/2016;10
NI;61.0;Masculino;Homicídio;BRANCA;Penedo;Zona Rural;17/04/2016;14
Parda;39.0;Masculino;Homicídio;PAF;União dos Palmares;Zona Rural;17/04/2016;15
Parda;19.0;Masculino;Homicídio;BRANCA;Viçosa;Centro;17/04/2016;20
Preta;51.0;Masculino;Roubo com Resultado Morte;PAF;Piranhas;Zona Rural;17/04/2016;21
Parda;15.0;Masculino;Homicídio;PAF;União dos Palmares;Centro;17/04/2016;21
Parda;16.0;Masculino;Homicídio;PAF;União dos Palmares;Centro;17/04/2016;21
Parda;16.0;Feminino;Homicídio;PAF;União dos Palmares;Centro;17/04/2016;21
Parda;20.0;Masculino;Homicídio;PAF;Limoeiro de Anadia;Zona Rural;17/04/2016;22
Parda;28.0;Masculino;Homicídio;PAF;Limoeiro de Anadia;Zona Rural;17/04/2016;22
Branca;25.0;Masculino;Homicídio;NI;Inhapi;Zona Rural;18/04/2016;02
Parda;24.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;18/04/2016;04
Branca;20.0;Masculino;Homicídio;PAF;São José da Tapera;Centro;18/04/2016;13
Parda;39.0;Masculino;Homicídio;PAF;Atalaia;Zona Rural;18/04/2016;19
Branca;25.0;Masculino;Homicídio;PAF;Limoeiro de Anadia;Zona Rural;18/04/2016;21
Parda;17.0;Masculino;Homicídio;PAF;Limoeiro de Anadia;Zona Rural;18/04/2016;22
Parda;33.0;Masculino;Homicídio;PAF;São José da Laje;Zona Rural;19/04/2016;10
Parda;17.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Poço;19/04/2016;13
Parda;25.0;Masculino;Homicídio;PAF;Maceió;Ouro Preto;19/04/2016;21
Parda;35.0;Masculino;Homicídio;PAF;Porto Real do Colégio;Zona Rural;19/04/2016;22
Branca;32.0;Masculino;Homicídio;PAF;Palmeira dos Índios;Vila Maria;20/04/2016;05
NI;29.0;Masculino;Homicídio;PAF;Maceió;Jatiúca;20/04/2016;10
Parda;36.0;Masculino;Homicídio;PAF;São Sebastião;Centro;20/04/2016;12
Parda;51.0;Masculino;Homicídio;PAF;Murici;Centro;21/04/2016;00
Parda;36.0;Masculino;Homicídio;PAF;Jequiá da Praia;Centro;21/04/2016;12
Parda;22.0;Masculino;Homicídio;PAF;Água Branca;Zona Rural;21/04/2016;18
Parda;20.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;21/04/2016;19
Parda;35.0;Masculino;Homicídio;PAF;Batalha;Centro;21/04/2016;19
Parda;34.0;Masculino;Homicídio;BRANCA;Porto Real do Colégio;Zona Rural;22/04/2016;00
Parda;28.0;Masculino;Homicídio;PAF;Arapiraca;Olho d Água dos Cazuzinhos;22/04/2016;01
Parda;25.0;Masculino;Homicídio;PAF;Mata Grande;Zona Rural;22/04/2016;02
Parda;26.0;Masculino;Homicídio;PAF;Mata Grande;Zona Rural;22/04/2016;02
Preta;32.0;Masculino;Homicídio;PAF;Delmiro Gouveia;Centro;22/04/2016;19
Parda;63.0;Feminino;Homicídio;BRANCA;Maceió;Santos Dumont;23/04/2016;04
Parda;21.0;Masculino;Homicídio;PAF;Quebrangulo;Centro;23/04/2016;11
Branca;40.0;Masculino;Homicídio;PAF;Limoeiro de Anadia;Zona Rural;23/04/2016;16
Parda;21.0;Masculino;Homicídio;PAF;Satuba;Zona Rural;23/04/2016;20
Parda;23.0;Masculino;Homicídio;PAF/B;Porto Calvo;Zona Rural;24/04/2016;12
Parda;22.0;Masculino;Homicídio;PAF;Arapiraca;Alto do Cruzeiro;24/04/2016;13
